1
15	 0YOU ARE AT ONE END OF A VAST HALL STRETCHING FORWARD OUT OF
15	 0SIGHT TO THE WEST. THERE ARE OPENINGS TO EITHER SIDE. NEARBY, A WIDE
15	 0STONE STAIRCASE LEADS DOWNWARD. THE HALL IS FILLED WITH
15	 0WISPS OF WHITE MIST SWAYING TO AND FRO ALMOST AS IF ALIVE.
15	 0A COLD WIND BLOWS UP THE STAIRCASE. THERE IS A PASSAGE
15	 0AT THE TOP OF A DOME BEHIND YOU.
16	 0THE CRACK IS FAR TOO SMALL FOR YOU TO FOLLOW.
17	 0YOU ARE ON THE EAST BANK OF A FISSURE SLICING CLEAR ACROSS
17	 0THE HALL. THE MIST IS QUITE THICK HERE, AND THE FISSURE IS
17	 0TOO WIDE TO JUMP.
18	 0THIS IS A LOW ROOM WITH A CRUDE NOTE ON THE WALL.
18	 0IT SAYS 'YOU WON'T GET IT UP THE STEPS'.
19	 0YOU ARE IN THE HALL OF THE MOUNTAIN KING, WITH PASSAGES
19	 0OFF IN ALL DIRECTIONS.
20	 0YOU ARE AT THE BOTTOM OF THE PIT WITH A BROKEN NECK.
21	 0YOU DIDN'T MAKE IT
22	 0THE DOME IS UNCLIMBABLE
23	 0YOU CAN'T GO IN THROUGH A LOCKED STEEL GRATE!
24	 0YOU DON'T FIT DOWN A TWO INCH HOLE!
25	 0YOU CAN'T GO THROUGH A LOCKED STEEL GRATE.
27	 0YOU ARE ON THE WEST SIDE OF THE FISSURE IN THE HALL OF MISTS.
28	 0YOU ARE IN A LOW N/S PASSAGE AT A HOLE IN THE FLOOR.
28	 0THE HOLE GOES DOWN TO AN E/W PASSAGE.
29	 0YOU ARE IN THE SOUTH SIDE CHAMBER.
30	 0YOU ARE IN THE WEST SIDE CHAMBER OF HALL OF MT KING.
30	 0A PASSAGE CONTINUES WEST AND UP HERE.

31	 0THERE IS NO WAY ACROSS THE FISSURE.
32	 0YOU CAN'T GET BY THE SNAKE
33	 0YOU ARE IN A LARGE ROOM, WITH A PASSAGE TO THE SOUTH,
33	 0A PASSAGE TO THE WEST, AND A WALL OF BROKEN ROCK TO
33	 0THE EAST. THERE IS A LARGE 'Y2' ON A ROCK IN ROOMS CENTER.
34	 0YOU ARE IN A JUMBLE OF ROCK, WITH CRACKS EVERYWHERE.
35	 0YOU ARE AT A WINDOW ON A HUGE PIT, WHICH GOES UP AND
35	 0DOWN OUT OF SIGHT. A FLOOR IS INDISTINCTLY VISIBLE
35	 0OVER 50 FEET BELOW. DIRECTLY OPPOSITE YOU AND 25 FEET AWAY
35	 0THERE IS A SIMILAR WINDOW.
36	 0YOU ARE IN A DIRTY BROKEN PASSAGE. TO THE EAST IS A CRAWL.
36	 0TO THE WEST IS A LARGE PASSAGE. ABOVE YOU IS A HOLE TO
36	 0ANOTHER PASSAGE.
37	 0YOU ARE ON THE BRINK OF A SMALL CLEAN CLIMBABLE PIT.
37	 0A CRAWL LEADS WEST.
38	 0YOU ARE IN THE BOTTOM OF A SMALL PIT WITH A LITTLE
38	 0STREAM, WHICH ENTERS AND EXITS THROUGH TINY SLITS.
39	 0YOU ARE IN A LARGE ROOM FULL OF DUSTY ROCKS. THERE IS A
39	 0BIG HOLE IN THE FLOOR. THERE ARE CRACKS EVERYWHERE, AND
39	 0A PASSAGE LEADING EAST.
40	 0YOU HAVE CRAWLED THROUGH A VERY LOW WIDE PASSAGE PARALLEL
40	 0TO AND NORTH OF THE HALL OF MISTS.
41	 0YOU ARE AT THE WEST END OF HALL OF MISTS. A LOW WIDE CRAWL
41	 0CONTINUES WEST AND ANOTHER GOES NORTH. TO THE SOUTH IS A
41	 0LITTLE PASSAGE 6 FEET OFF THE FLOOR.
42	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
43	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
44	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
45	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
46	 0DEAD END
47	 0DEAD END
48	 0DEAD END
49	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
50	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
51	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
52	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
53	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
54	 0DEAD END
55	 0YOU ARE IN A MAZE OF TWISTY LITTLE PASSAGES, ALL ALIKE.
56	 0DEAD END
57	 0YOU ARE ON THE BRINK OF A THIRTY FOOT PIT WITH A MASSIVE
57	 0ORANGE COLUMN DOWN ONE WALL. YOU COULD CLIMB DOWN HERE
57	 0BUT YOU COULD NOT GET BACK UP. THE MAZE CONTINUES AT THIS
57	 0LEVEL.
58	 0DEAD END
59	 0YOU HAVE CRAWLED THROUGH A VERY LOW WIDE PASSAGE PARALLEL
59	 0TO AND NORTH OF THE HALL OF MISTS.
60	 0YOU ARE AT THE EAST END OF A VERY LONG HALL APPARENTLY
60	 0WITHOUT SIDE CHAMBERS. TO THE EAST A LOW WIDE CRAWL SLANTS
60	 0UP. TO THE NORTH A ROUND TWO FOOT HOLE SLANTS DOWN.
61	 0YOU ARE AT THE WEST END OF A VERY LONG FEATURELESS HALL.
62	 0YOU ARE AT A CROSSOVER OF A HIGH N/S PASSAGE AND A LOW E/W ONE.
63	 0DEAD END
64	 0YOU ARE AT A COMPLEX JUNCTION. A LOW HANDS AND KNEES
64	 0PASSAGE FROM THE NORTH JOINS A HIGHER CRAWL
64	 0FROM THE EAST TO MAKE  A WALKING PASSAGE GOING WEST
64	 0THERE IS ALSO A LARGE ROOM ABOVE. THE AIR IS DAMP HERE.
64	 0A SIGN IN MIDAIR HERE SAYS 'CAVE UNDER CONSTRUCTION BEYOND
64	 0THIS POINT. PROCEED AT OWN RISK.'
65	 0YOU ARE IN BEDQUILT, A LONG EAST/WEST PASSAGE WITH HOLES EVERYWHERE.
65	 0TO EXPLORE AT RANDOM SELECT NORTH, SOUTH, UP, OR DOWN.
66	 0YOU ARE IN A ROOM WHOSE WALLS RESEMBLE SWISS CHEESE.
66	 0OBVIOUS PASSAGES GO WEST,EAST,NE, AND
66	 0NW. PART OF THE ROOM IS OCCUPIED BY A LARGE BEDROCK BLOCK.
67	 0YOU ARE IN THE TWOPIT ROOM. THE FLOOR
67	 0HERE IS LITTERED WITH THIN ROCK SLABS, WHICH MAKE IT
67	 0EASY TO DESCEND THE PITS. THERE IS A PATH HERE BYPASSING
67	 0THE PITS TO CONNECT PASSAGES FROM EAST AND WEST.THERE
67	 0ARE HOLES ALL OVER, BUT THE ONLY BIG ONE IS ON THE WALL
67	 0DIRECTLY OVER THE EAST PIT WHERE YOU CAN'T GET TO IT.
68	 0YOU ARE IN A LARGE LOW CIRCULAR CHAMBER WHOSE FLOOR IS AN
68	 0IMMENSE SLAB FALLEN FROM THE CEILING(SLAB ROOM). EAST AND
68	 0WEST THERE ONCE WERE LARGE PASSAGES, BUT THEY ARE NOW FILLED
68	 0WITH BOULDERS. LOW SMALL PASSAGES GO NORTH AND SOUTH, AND THE
68	 0SOUTH ONE QUICKLY BENDS WEST AROUND THE BOULDERS.
69	 0YOU ARE IN A SECRET NS CANYON ABOVE A LARGE ROOM.
70	 0YOU ARE IN A SECRET N/S CANYON ABOVE A SIZABLE PASSAGE.
71	 0YOU ARE IN SECRET CANYON AT A JUNCTION OF THREE CANYONS,
71	 0BEARING NORTH, SOUTH, AND SE. THE NORTH ONE IS AS TALL
71	 0AS THE OTHER TWO COMBINED.
72	 0YOU ARE IN A LARGE LOW ROOM. CRAWLS LEAD N, SE, AND SW.
73	 0DEAD END CRAWL.
74	 0YOU ARE IN SECRET CANYON WHICH HERE RUNS E/W. IT CROSSES OVER
74	 0A VERY TIGHT CANYON 15 FEET BELOW. IF YOU GO DOWN YOU MAY
74	 0NOT BE ABLE TO GET BACK UP
75	 0YOU ARE AT A WIDE PLACE IN A VERY TIGHT N/S CANYON.
76	 0THE CANYON HERE BECOMES TO TIGHT TO GO FURTHER SOUTH.
77	 0YOU ARE IN A TALL E/W CANYON. A LOW TIGHT CRAWL GOES 3 FEET
77	 0NORTH AND SEEMS TO OPEN UP.
78	 0THE CANYON RUNS INTO A MASS OF BOULDERS - DEAD END.
79	 0THE STREAM FLOWS OUT THROUGH A PAIR OF 1 FOOT DIAMETER SEWER
79	 0PIPES. IT WOULD BE ADVISABLE TO USE THE DOOR.
-1	END
2
1	 0YOU'RE AT END OF ROAD AGAIN.
2	 0YOU'RE AT HILL IN ROAD.
3	 0YOU'RE INSIDE BUILDING.
4	 0YOU'RE IN VALLEY
5	 0YOU'RE IN FOREST
6	 0YOU'RE IN FOREST
7	 0YOU'RE AT SLIT IN STREAMBED
8	 0YOU'RE OUTSIDE GRATE
9	 0YOU'RE BELOW THE GRATE
10	 0YOU'RE IN COBBLE CRAWL
11	 0YOU'RE IN DEBRIS ROOM.
13	 0YOU'RE IN BIRD CHAMBER.
14	 0YOU'RE AT TOP OF SMALL PIT.
15	 0YOU'RE IN HALL OF MISTS.
17	 0YOU'RE ON EAST BANK OF FISSURE.
18	 0YOU'RE IN NUGGET OF GOLD ROOM.
19	 0YOU'RE IN HALL OF MT KING.
33	 0YOU'RE AT Y2
35	 0YOU'RE AT WINDOW ON PIT
36	 0YOU'RE IN DIRTY PASSAGE
39	 0YOU'RE N DUSTY ROCK ROOM.
41	 0YOU'RE AT WEST END OF HALL OF MISTS.
57	 0YOU'RE AT BRINK OF PIT.
60	 0YOU'RE AT EAST END OF LONG HALL.
66	 0YOU'RE IN SWISS CHEESE ROOM
67	 0YOU'RE IN TWOPIT ROOM
68	 0YOU'RE IN SLAB ROOM
-1
3
1	2	2	44
1	3	3	12	19	43
1	4	4	5	13	14	46	30
1	5	6	45	43
1	8	49
2	1	8	2	12	7	43	45	30
2	5	6	45	46
3	1	3	11	32	44
3	11	48
3	33	65
3	79	5	14
4	1	4	45
4	5	6	43	44	29
4	7	5	46	30
4	8	49
5	4	9	43	30
5	300	6	7	8	45
5	5	44	46
6	1	2	45
6	4	9	43	44	30
6	5	6	46
7	1	12
7	4	4	45
7	5	6	43	44
7	8	5	15	16	46	30
7	24	47	14	30
8	5	6	43	44	46
8	1	12
8	7	4	13	45
8	301	3	5	19	30
9	302	11	12
9	10	17	18	19	44
9	14	31
9	11	51
10	9	11	20	21	43
10	11	19	22	44	51
10	14	31
11	310	49
11	10	17	18	23	24	43
11	12	25	305	19	29	44
11	3	48
11	14	31
12	310	49
12	11	30	43	51
12	13	19	29	44
12	14	31
13	310	49
13	11	51
13	12	25	305	43
13	14	23	31	44
14	310	49
14	11	51
14	13	23	43
14	303	30	31	34
14	16	33	44
15	18	36	46
15	17	7	38	44
15	19	10	30	45
15	304	29	31	34	35	23	43
15	34	55
15	62	69
16	14	1
17	15	8	38	43
17	305	7
17	306	40	41	42	44	19	39
18	15	38	11	8	45
19	15	10	29	43
19	307	45	36
19	308	46	37
19	309	44	7
19	74	66
20	26	1
21	26	1
22	15	1
23	8	1
24	7	1
25	9	1
27	17	8	11	38
27	40	45
27	41	44
28	19	38	11	46
28	33	45
28	36	30	52
29	19	38	11	45
30	19	38	11	43
30	62	44	29
31	17	1
32	19	1
33	3	65
33	28	46
33	34	43	53	54
33	35	44
34	33	30
34	15	29
35	33	43	55
36	37	43	17
36	28	29	52
36	39	44
37	36	44	17
37	38	30	31	56
38	37	56	29
39	36	43
39	64	30	52	58
39	65	70
40	41	1
41	42	46	29	23	56
41	27	43
41	59	45
41	60	44	17
42	41	44
42	43	43
42	44	46
43	42	44
43	44	46
43	45	43
44	42	45
44	43	43
44	48	30
44	50	46
45	43	45
45	46	43
45	47	46
46	45	44	11
47	45	45	11
48	44	29	11
49	50	30	43
49	51	44
50	44	43
50	49	44	29
50	52	46
51	49	44
51	52	43
51	53	46
52	50	45
52	51	44
52	53	29
52	55	43
53	51	44
53	52	45
53	54	46
54	53	43	11
55	52	44
55	56	30
55	57	43
56	55	29	11
57	55	44
57	58	46
57	13	30	56
58	57	44	11
59	27	1
60	41	43	29
60	61	44
60	62	45	30
61	60	43	11
62	60	44
62	63	45
62	30	43
62	15	46
63	62	46	11
64	39	29	56	59
64	65	44
65	64	43
65	66	44
65	68	61
65	311	46
65	312	29
66	313	45
66	65	60
66	67	44
66	77	25
66	314	46
67	66	43
67	72	60
68	66	46
68	69	29
69	68	30
69	74	46
70	71	45
71	39	29
71	65	62
71	70	46
72	67	63
72	73	45
73	72	46
74	19	43
74	69	44
74	75	30
75	76	46
75	77	45
76	75	45
77	75	43
77	78	44
77	66	45
78	77	46
79	3	1
-1
4
2	ROAD
3	ENTER
3	DOOR
3	GATE
4	UPSTR
5	DOWNS
6	FORES
7	FORWA
7	CONTI
7	ONWAR
8	BACK
8	RETUR
8	RETRE
9	VALLE
10	STAIR
11	OUT
11	OUTSI
11	EXIT
11	LEAVE
12	BUILD
12	BLD
12	HOUSE
13	GULLY
14	STREA
15	ROCK
16	BED
17	CRAWL
18	COBBL
19	INWAR
19	INSID
19	IN
20	SURFA
21	NULL
21	NOWHE
22	DARK
23	PASSA
24	LOW
25	CANYO
26	AWKWA
29	UPWAR
29	UP
29	U
29	ABOVE
30	D
30	DOWNW
30	DOWN
31	PIT
32	OUTDO
33	CRACK
34	STEPS
35	DOME
36	LEFT
37	RIGHT
38	HALL
39	JUMP
40	MAGIC
41	OVER
42	ACROS
43	EAST
43	E
44	WEST
44	W
45	NORTH
45	N
46	SOUTH
46	S
47	SLIT
48	XYZZY
49	DEPRE
50	ENTRA
51	DEBRI
52	HOLE
53	WALL
54	BROKE
55	Y2
56	CLIMB
57	LOOK
57	EXAMI
57	TOUCH
57	LOOKA
58	FLOOR
59	ROOM
60	NE
61	SLAB
61	SLABR
62	SE
63	SW
64	NW
65	PLUGH
66	SECRE
67	CAVE
68	TURN
69	CROSS
70	BEDQU
1001	KEYS
1001	KEY
1002	LAMP
1002	HEADL
1003	GRATE
1004	CAGE
1005	ROD
1006	STEPS
1007	BIRD
1010	NUGGE
1010	GOLD
1011	SNAKE
1012	FISSU
1013	DIAMO
1014	SILVE
1014	BARS
1015	JEWEL
1016	COINS
1017	DWARV
1017	DWARF
1018	KNIFE
1018	KNIVE
1018	ROCK
1018	WEAPO
1018	BOULD
1019	FOOD
1019	RATIO
1020	WATER
1020	BOTTL
1021	AXE
1022	KNIFE
1023	CHEST
1023	BOX
1023	TREAS
2001	TAKE
2001	CARRY
2001	KEEP
2001	PICKU
2001	PICK
2001	WEAR
2001	CATCH
2001	STEAL
2001	CAPTU
2001	FIND
2001	WHERE
2001	GET
2002	RELEA
2002	FREE
2002	DISCA
2002	DROP
2002	DUMP
2003	DUMMY
2004	UNLOC
2004	OPEN
2004	LIFT
2005	NOTHI
2005	HOLD
2006	LOCK
2006	CLOSE
2007	LIGHT
2007	ON
2008	EXTIN
2008	OFF
2009	STRIK
2010	CALM
2010	WAVE
2010	SHAKE
2010	SING
2010	CLEAV
2011	WALK
2011	RUN
2011	TRAVE
2011	GO
2011	PROCE
2011	CONTI
2011	EXPLO
2011	GOTO
2011	FOLLO
2012	ATTAC
2012	KILL
2012	STAB
2012	FIGHT
2012	HIT
2013	POUR
2014	EAT
2015	DRINK
2016	RUB
3050	OPENS
3051	HELP
3051	?
3051	WHAT
3064	TREE
3066	DIG
3066	EXCIV
3067	BLAST
3068	LOST
3069	MIST
3049	THROW
3079	FUCK
-1
5
201	 0THERE ARE SOME KEYS ON THE GROUND HERE.
202	 0THERE IS A SHINY BRASS LAMP NEARBY.
3	 0THE GRATE IS LOCKED
103	 0THE GRATE IS OPEN.
204	 0THERE IS A SMALL WICKER CAGE DISCARDED NEARBY.
205	 0A THREE FOOT BLACK ROD WITH A RUSTY STAR ON AN END LIES NEARBY
206	 0ROUGH STONE STEPS LEAD DOWN THE PIT.
7	 0A CHEERFUL LITTLE BIRD IS SITTING HERE SINGING.
107	 0THERE IS A LITTLE BIRD IN THE CAGE.
8	 0THE GRATE IS LOCKED
108	 0THE GRATE IS OPEN.
209	 0ROUGH STONE STEPS LEAD UP THE DOME.
210	 0THERE IS A LARGE SPARKLING NUGGET OF GOLD HERE!
11	 0A HUGE GREEN FIERCE SNAKE BARS THE WAY!
112	 0A CRYSTAL BRIDGE NOW SPANS THE FISSURE.
213	 0THERE ARE DIAMONDS HERE!
214	 0THERE ARE BARS OF SILVER HERE!
215	 0THERE IS PRECIOUS JEWELRY HERE!
216	 0THERE ARE MANY COINS HERE!
19	 0THERE IS FOOD HERE.
20	 0THERE IS A BOTTLE OF WATER HERE.
120	 0THERE IS AN EMPTY BOTTLE HERE.
221	 0THERE IS A LITTLE AXE HERE
-1
6
1	 0SOMEWHERE NEARBY IS COLOSSAL CAVE, WHERE OTHERS HAVE FOUND
1	 0FORTUNES IN TREASURE AND GOLD, THOUGH IT IS RUMORED
1	 0THAT SOME WHO ENTER ARE NEVER SEEN AGAIN. MAGIC IS SAID
1	 0TO WORK IN THE CAVE.  I WILL BE YOUR EYES AND HANDS. DIRECT
1	 0ME WITH COMMANDS OF 1 OR 2 WORDS.
1	 0(ERRORS, SUGGESTIONS, COMPLAINTS TO CROWTHER)
1	 0(IF STUCK TYPE HELP FOR SOME HINTS)
2	 0A LITTLE DWARF WITH A BIG KNIFE BLOCKS YOUR WAY.
3	 0A LITTLE DWARF JUST WALKED AROUND A CORNER,SAW YOU, THREW
3	 0A LITTLE AXE AT YOU WHICH MISSED, CURSED, AND RAN AWAY.
4	 0THERE IS A THREATENING LITTLE DWARF IN THE ROOM WITH YOU!
5	 0ONE SHARP NASTY KNIFE IS THROWN AT YOU!
6	 0HE GETS YOU!
7	 0NONE OF THEM HIT YOU!
8	 0A HOLLOW VOICE SAYS 'PLUGH'
9	 0THERE IS NO WAY TO GO THAT DIRECTION.
10	 0I AM UNSURE HOW YOU ARE FACING. USE COMPASS POINTS OR
10	 0NEARBY OBJECTS.
11	 0I DON'T KNOW IN FROM OUT HERE. USE COMPASS POINTS OR NAME
11	 0SOMETHING IN THE GENERAL DIRECTION YOU WANT TO GO.
12	 0I DON'T KNOW HOW TO APPLY THAT WORD HERE.
13	 0I DON'T UNDERSTAND THAT!
14	 0I ALWAYS UNDERSTAND COMPASS DIRECTIONS, OR YOU CAN NAME
14	 0A NEARBY THING TO HEAD THAT WAY.
15	 0SORRY, BUT I AM NOT ALLOWED TO GIVE MORE DETAIL. I WILL
15	 0REPEAT THE LONG DESCRIPTION OF YOUR LOCATION.
16	 0IT IS NOW PITCH BLACK. IF YOU PROCEED YOU WILL LIKELY
16	 0FALL INTO A PIT.
17	 0IF YOU PREFER, SIMPLY TYPE W RATHER THAN WEST.
18	 0ARE YOU TRYING TO CATCH THE BIRD?
19	 0THE BIRD IS FRIGHTENED RIGHT NOW AND YOU CANNOT CATCH IT
19	 0NO MATTER WHAT YOU TRY. PERHAPS YOU MIGHT TRY LATER.
20	 0ARE YOU TRYING TO ATTACK OR AVOID THE SNAKE?
21	 0YOU CAN'T KILL THE SNAKE, OR DRIVE IT AWAY, OR AVOID IT,
21	 0OR ANYTHING LIKE THAT. THERE IS A WAY TO GET BY, BUT YOU
21	 0DON'T HAVE THE NECESSARY RESOURCES RIGHT NOW.
22	 0MY WORD FOR HITTING SOMETHING WITH THE ROD IS 'STRIKE'.
23	 0YOU FELL INTO A PIT AND BROKE EVERY BONE IN YOUR BODY!
24	 0YOU ARE ALREADY CARRYING IT!
25	 0YOU CAN'T BE SERIOUS!
26	 0THE BIRD WAS UNAFRAID WHEN YOU ENTERED, BUT AS YOU APPROACH
26	 0IT BECOMES DISTURBED AND YOU CANNOT CATCH IT.
27	 0YOU CAN CATCH THE BIRD, BUT YOU CANNOT CARRY IT.
28	 0THERE IS NOTHING HERE WITH A LOCK!
29	 0YOU AREN'T CARRYING IT!
30	 0THE LITTLE BIRD ATTACKS THE GREEN SNAKE, AND IN AN
30	 0ASTOUNDING FLURRY DRIVES THE SNAKE AWAY.
31	 0YOU HAVE NO KEYS!
32	 0IT HAS NO LOCK.
33	 0I DON'T KNOW HOW TO LOCK OR UNLOCK SUCH A THING.
34	 0THE GRATE WAS ALREADY LOCKED.
35	 0THE GRATE IS NOW LOCKED.
36	 0THE GRATE WAS ALREADY UNLOCKED.
37	 0THE GRATE IS NOW UNLOCKED.
38	 0YOU HAVE NO SOURCE OF LIGHT.
39	 0YOUR LAMP IS NOW ON.
40	 0YOUR LAMP IS NOW OFF.
41	 0STRIKE WHAT?
42	 0NOTHING HAPPENS.
43	 0WHERE?
44	 0THERE IS NOTHING HERE TO ATTACK.
45	 0THE LITTLE BIRD IS NOW DEAD. ITS BODY DISAPPEARS.
46	 0ATTACKING THE SNAKE BOTH DOESN'T WORK AND IS VERY DANGEROUS.
47	 0YOU KILLED A LITTLE DWARF.
48	 0YOU ATTACK A LITTLE DWARF, BUT HE DODGES OUT OF THE WAY.
49	 0I HAVE TROUBLE WITH THE WORD 'THROW' BECAUSE YOU CAN THROW
49	 0A THING OR THROW AT A THING. PLEASE USE DROP OR ATTACK INSTEAD.
50	 0GOOD TRY, BUT THAT IS AN OLD WORN-OUT MAGIC WORD.
51	 0I KNOW OF PLACES, ACTIONS, AND THINGS. MOST OF MY VOCABULARY
51	 0DESCRIBES PLACES AND IS USED TO MOVE YOU THERE. TO MOVE TRY
51	 0WORDS LIKE FOREST, BUILDING, DOWNSTREAM, ENTER, EAST, WEST
51	 0NORTH, SOUTH, UP, OR DOWN.  I KNOW ABOUT A FEW SPECIAL OBJECTS,
51	 0LIKE A BLACK ROD HIDDEN IN THE CAVE. THESE OBJECTS CAN BE
51	 0MANIPULATED USING ONE OF THE ACTION WORDS THAT I KNOW. USUALLY 
51	 0YOU WILL NEED TO GIVE BOTH THE OBJECT AND ACTION WORDS
51	 0(IN EITHER ORDER), BUT SOMETIMES I CAN INFER THE OBJECT FROM
51	 0THE VERB ALONE. THE OBJECTS HAVE SIDE EFFECTS - FOR
51	 0INSTANCE, THE ROD SCARES THE BIRD.
51	 0USUALLY PEOPLE HAVING TROUBLE MOVING JUST NEED TO TRY A FEW
51	 0MORE WORDS. USUALLY PEOPLE TRYING TO MANIPULATE AN
51	 0OBJECT ARE ATTEMPTING SOMETHING BEYOND THEIR (OR MY!)
51	 0CAPABILITIES AND SHOULD TRY A COMPLETELY DIFFERENT TACK.
51	 0TO SPEED THE GAME YOU CAN SOMETIMES MOVE LONG DISTANCES
51	 0WITH A SINGLE WORD. FOR EXAMPLE, 'BUILDING' USUALLY GETS
51	 0YOU TO THE BUILDING FROM ANYWHERE ABOVE GROUND EXCEPT WHEN
51	 0LOST IN THE FOREST. ALSO, NOTE THAT CAVE PASSAGES TURN A
51	 0LOT, AND THAT LEAVING A ROOM TO THE NORTH DOES NOT GUARANTEE
51	 0ENTERING THE NEXT FROM THE SOUTH. GOOD LUCK!
52	 0IT MISSES!
53	 0IT GETS YOU!
54	 0OK
55	 0YOU CAN'T UNLOCK THE KEYS.
56	 0YOU HAVE CRAWLED AROUND IN SOME LITTLE HOLES AND WOUND UP
56	 0BACK IN THE MAIN PASSAGE.
57	 0I DON'T KNOW WHERE THE CAVE IS, BUT HEREABOUTS NO STREAM
57	 0CAN RUN ON THE SURFACE FOR LONG. I WOULD TRY THE STREAM.
58	 0I NEED MORE DETAILED INSTRUCTIONS TO DO THAT.
59	 0I CAN ONLY TELL YOU WHAT YOU SEE AS YOU MOVE ABOUT
59	 0AND MANIPULATE THINGS. I CANNOT TELL YOU WHERE REMOTE THINGS
59	 0ARE.
60	 0I DON'T KNOW THAT WORD.
61	 0WHAT?
62	 0ARE YOU TRYING TO GET INTO THE CAVE?
63	 0THE GRATE IS VERY SOLID AND HAS A HARDENED STEEL LOCK. YOU
63	 0CANNOT ENTER WITHOUT A KEY, AND THERE ARE NO KEYS NEARBY.
63	 0I WOULD RECOMMEND LOOKING ELSEWHERE FOR THE KEYS.
64	 0THE TREES OF THE FOREST ARE LARGE HARDWOOD OAK AND MAPLE,
64	 0WITH AN OCCASIONAL GROVE OF PINE OR SPRUCE. THERE IS QUITE
64	 0A BIT OF UNDERGROWTH, LARGELY BIRCH AND ASH SAPLINGS PLUS
64	 0NONDESCRITPT BUSHES OF VARIOUS SORTS. THIS TIME OF YEAR
64	 0VISIBILITY IS QUITE RESTRICTED BY ALL THE LEAVES, BUT TRAVEL
64	 0IS QUITE EASY IF YOU DETOUR AROUND THE SPRUCE AND BERRY BUSHES.
65	 0WELCOME TO ADVENTURE!!  WOULD YOU LIKE INSTRUCTIONS?
66	 0DIGGING WITHOUT A SHOVEL IS QUITE IMPRACTICAL: EVEN WITH A
66	 0SHOVEL PROGRESS IS UNLIKELY.
67	 0BLASTING REQUIRES DYNAMITE.
68	 0I'M AS CONFUSED AS YOU ARE.
69	 0MIST IS A WHITE VAPOR, USUALLY WATER, SEEN FROM TIME TO TIME
69	 0IN CAVERNS. IT CAN BE FOUND ANYWHERE BUT IS FREQUENTLY A SIGN
69	 0OF A DEEP PIT LEADING DOWN TO WATER.
